2021-03-13 14:33:54.252399,enter was pressed
2021-03-13 14:35:41.471029,enter was pressed
2021-03-13 14:35:42.393167,enter was pressed
2021-03-13 14:35:43.316767,enter was pressed
2021-03-13 14:35:44.193119,enter was pressed
2021-03-13 14:35:45.756425,enter was pressed
2021-03-13 14:35:47.085421,enter was pressed
